#                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VIRSorter_short1-ContigCoA-KX349310_10-gene_3 -          Phage_cluster_1521.ali_faa -              1e-13   43.0   4.0   5.7e-12   37.2   2.8   2.3   2   1   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_3  -          Phage_cluster_1521.ali_faa -              1e-13   43.0   4.0   5.7e-12   37.2   2.8   2.3   2   1   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_1 -          Phage_cluster_1521.ali_faa -            1.9e-13   42.1   4.5   9.2e-12   36.5   3.3   2.3   2   1   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_3  -          Phage_cluster_1521.ali_faa -            1.5e-12   39.1   2.9   2.3e-12   38.5   2.9   1.4   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_3 -          Phage_cluster_1522.ali_faa -            1.9e-17   55.7   0.6   3.6e-17   54.9   0.6   1.4   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_8 -          Phage_cluster_1610.ali_faa -            2.2e-41  131.9   3.2   2.4e-41  131.8   3.2   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_8 -          Phage_cluster_1610.ali_faa -            2.2e-41  131.9   3.2   2.4e-41  131.8   3.2   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_5 -          Phage_cluster_1610.ali_faa -            2.2e-41  131.9   3.2   2.4e-41  131.8   3.2   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_17.ali_faa -            0.00018   11.5   8.7   8.9e-05   12.6   6.7   1.4   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_5 -          Phage_cluster_1830.ali_faa -            4.9e-75  243.6   1.8   5.5e-75  243.4   1.8   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_5 -          Phage_cluster_1830.ali_faa -            4.9e-75  243.6   1.8   5.5e-75  243.4   1.8   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_2 -          Phage_cluster_1830.ali_faa -            4.9e-75  243.6   1.8   5.5e-75  243.4   1.8   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_186.ali_faa -            3.5e-06   17.4   5.0   5.2e-06   16.8   5.0   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_1 -          Phage_cluster_186.ali_faa -            6.8e-06   16.4   5.0   6.8e-06   16.4   5.0   1.5   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_4  -          Phage_cluster_186.ali_faa -            0.00024   11.3   0.0   0.00024   11.3   0.0   3.9   2   2   1   4   4   4   2 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_6  -          Phage_cluster_186.ali_faa -            0.00031   10.9   0.0   0.00031   10.9   0.0   3.9   2   2   1   4   4   4   2 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_5 -          Phage_cluster_18.ali_faa -            1.3e-68  221.9   9.3   1.4e-68  221.8   9.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_2 -          Phage_cluster_18.ali_faa -            1.3e-68  221.9   9.3   1.4e-68  221.8   9.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_7 -          Phage_cluster_193.ali_faa -             4e-109  355.7   2.8  4.4e-109  355.6   2.8   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_4 -          Phage_cluster_193.ali_faa -             4e-109  355.7   2.8  4.4e-109  355.6   2.8   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_2 -          Phage_cluster_193.ali_faa -             4e-109  355.7   2.8  4.4e-109  355.6   2.8   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_7 -          Phage_cluster_206.ali_faa -            8.9e-10   30.6   1.6   4.3e-09   28.4   1.6   1.8   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_4 -          Phage_cluster_206.ali_faa -            8.9e-10   30.6   1.6   4.3e-09   28.4   1.6   1.8   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_2 -          Phage_cluster_206.ali_faa -            8.9e-10   30.6   1.6   4.3e-09   28.4   1.6   1.8   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_7 -          Phage_cluster_2220.ali_faa -            4.5e-16   50.8   0.8   4.9e-16   50.7   0.8   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_7 -          Phage_cluster_2220.ali_faa -            4.5e-16   50.8   0.8   4.9e-16   50.7   0.8   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_4 -          Phage_cluster_2220.ali_faa -            4.5e-16   50.8   0.8   4.9e-16   50.7   0.8   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_2 -          Phage_cluster_2221.ali_faa -            2.9e-39  125.1   0.1   3.2e-39  124.9   0.1   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_6 -          Phage_cluster_2222.ali_faa -            5.3e-37  118.4  13.3   5.6e-37  118.3  13.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_6 -          Phage_cluster_2222.ali_faa -            5.3e-37  118.4  13.3   5.6e-37  118.3  13.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_3 -          Phage_cluster_2222.ali_faa -            5.3e-37  118.4  13.3   5.6e-37  118.3  13.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_2 -          Phage_cluster_227.ali_faa -            1.9e-05   16.3   1.3   2.7e-05   15.8   0.2   1.7   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_2  -          Phage_cluster_227.ali_faa -            5.4e-05   14.8   0.2   5.4e-05   14.8   0.2   1.6   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_2  -          Phage_cluster_227.ali_faa -            5.4e-05   14.8   0.2   5.4e-05   14.8   0.2   1.6   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_5 -          Phage_cluster_2460.ali_faa -             0.0095    7.9   8.5     0.007    8.4   0.2   3.0   2   2   1   3   3   3   2 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_5 -          Phage_cluster_2460.ali_faa -             0.0095    7.9   8.5     0.007    8.4   0.2   3.0   2   2   1   3   3   3   2 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_2 -          Phage_cluster_2460.ali_faa -             0.0095    7.9   8.5     0.007    8.4   0.2   3.0   2   2   1   3   3   3   2 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_6  -          Phage_cluster_2520.ali_faa -            9.5e-12   36.3   0.2   4.2e-10   30.8   0.2   2.6   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_1 -          Phage_cluster_2520.ali_faa -            1.9e-08   25.3   7.4   3.2e-08   24.6   7.4   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_2520.ali_faa -            2.2e-08   25.1   7.8   3.2e-08   24.6   7.8   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_1  -          Phage_cluster_2520.ali_faa -            3.4e-07   21.2   9.4   1.4e-06   19.2   9.2   1.9   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_3 -          Phage_cluster_2690.ali_faa -            1.5e-54  177.4   7.8   2.3e-54  176.8   7.8   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_3  -          Phage_cluster_2690.ali_faa -            1.5e-54  177.4   7.8   2.3e-54  176.8   7.8   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_1 -          Phage_cluster_2690.ali_faa -            1.7e-54  177.3   8.1   2.5e-54  176.7   8.1   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_3  -          Phage_cluster_2690.ali_faa -            5.9e-37  119.4   7.2   8.8e-37  118.8   7.2   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_6 -          Phage_cluster_2808.ali_faa -            6.3e-18   57.2   1.6     2e-15   49.0   1.6   2.1   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_3 -          Phage_cluster_2808.ali_faa -            6.3e-18   57.2   1.6     2e-15   49.0   1.6   2.1   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_1 -          Phage_cluster_2808.ali_faa -            3.9e-13   41.5   1.0   4.5e-11   34.7   0.2   2.0   1   1   1   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_5 -          Phage_cluster_2812.ali_faa -              5e-10   31.4   2.7   9.4e-10   30.5   2.7   1.4   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_5 -          Phage_cluster_2812.ali_faa -              5e-10   31.4   2.7   9.4e-10   30.5   2.7   1.4   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_2 -          Phage_cluster_2812.ali_faa -              5e-10   31.4   2.7   9.4e-10   30.5   2.7   1.4   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_2866.ali_faa -            0.00046   10.3  14.1    0.0007    9.8  14.1   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_3 -          Phage_cluster_288.ali_faa -           9.1e-122  398.1   7.5    1e-121  398.0   7.5   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_1 -          Phage_cluster_2891.ali_faa -            0.00024   13.5   0.1      0.02    7.3   0.0   2.6   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_3 -          Phage_cluster_2891.ali_faa -            0.00027   13.4   0.1     0.021    7.3   0.0   2.6   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_3  -          Phage_cluster_2891.ali_faa -            0.00027   13.4   0.1     0.021    7.3   0.0   2.6   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_6 -          Phage_cluster_28.ali_faa -            9.3e-17   53.5   0.2   1.3e-16   53.1   0.2   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_3 -          Phage_cluster_28.ali_faa -            9.3e-17   53.5   0.2   1.3e-16   53.1   0.2   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_1 -          Phage_cluster_28.ali_faa -            4.8e-11   34.9   0.2   6.6e-11   34.4   0.2   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_3  -          Phage_cluster_2992.ali_faa -            0.00024   13.2   0.0    0.0089    8.2   0.0   2.5   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_1 -          Phage_cluster_2992.ali_faa -            0.00038   12.6   0.0     0.012    7.8   0.0   2.5   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_3 -          Phage_cluster_2992.ali_faa -            0.00039   12.6   0.0     0.012    7.8   0.0   2.6   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_3  -          Phage_cluster_2992.ali_faa -            0.00039   12.6   0.0     0.012    7.8   0.0   2.6   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_29.ali_faa -            1.8e-17   55.5   8.3   1.9e-15   48.8   1.9   2.2   2   0   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_1 -          Phage_cluster_29.ali_faa -            5.3e-08   24.2   7.0   1.3e-05   16.3   1.0   2.2   2   0   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_7 -          Phage_cluster_29.ali_faa -             0.0004   11.4   0.1   0.00041   11.4   0.1   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_5 -          Phage_cluster_3227.ali_faa -            3.7e-05   15.5   0.7   6.3e-05   14.8   0.4   1.5   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_2 -          Phage_cluster_3227.ali_faa -            3.7e-05   15.5   0.7   6.3e-05   14.8   0.4   1.5   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_5 -          Phage_cluster_3268.ali_faa -            1.1e-15   50.0   1.0   1.4e-15   49.6   1.0   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_5 -          Phage_cluster_3268.ali_faa -            1.1e-15   50.0   1.0   1.4e-15   49.6   1.0   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_2 -          Phage_cluster_3268.ali_faa -            1.1e-15   50.0   1.0   1.4e-15   49.6   1.0   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_5 -          Phage_cluster_364.ali_faa -            5.7e-30   96.7   1.1     7e-30   96.4   1.1   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_5 -          Phage_cluster_364.ali_faa -            5.7e-30   96.7   1.1     7e-30   96.4   1.1   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_2 -          Phage_cluster_364.ali_faa -            5.7e-30   96.7   1.1     7e-30   96.4   1.1   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_4 -          Phage_cluster_3654.ali_faa -            6.4e-11   33.8   0.1   9.2e-11   33.3   0.1   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_4 -          Phage_cluster_387.ali_faa -            2.1e-45  145.4   8.3   2.3e-45  145.3   8.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_2 -          Phage_cluster_387.ali_faa -            2.1e-45  145.4   8.3   2.3e-45  145.3   8.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_4  -          Phage_cluster_387.ali_faa -            2.1e-45  145.4   8.3   2.3e-45  145.3   8.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_6 -          Phage_cluster_388.ali_faa -            7.3e-09   25.9  27.8   1.9e-07   21.2  22.3   2.7   1   1   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_4 -          Phage_cluster_388.ali_faa -            1.3e-08   25.1  28.3   1.9e-07   21.2  22.0   2.7   1   1   1   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_1 -          Phage_cluster_388.ali_faa -            0.00015   11.6   1.9   0.00036   10.4   1.7   1.6   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_1  -          Phage_cluster_412.ali_faa -             0.0012    9.6   5.8     0.026    5.1   5.7   2.0   1   1   0   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_412.ali_faa -             0.0032    8.1  11.1    0.0036    7.9   1.0   1.4   1   1   1   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_7 -          Phage_cluster_424.ali_faa -            1.3e-16   52.8   1.2   1.8e-16   52.3   1.2   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_4 -          Phage_cluster_424.ali_faa -            1.3e-16   52.8   1.2   1.8e-16   52.3   1.2   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_2 -          Phage_cluster_424.ali_faa -            1.3e-16   52.8   1.2   1.8e-16   52.3   1.2   1.2   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_8 -          Phage_cluster_453.ali_faa -            2.7e-27   86.3   4.1   2.8e-27   86.2   4.1   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_5 -          Phage_cluster_453.ali_faa -            2.7e-27   86.3   4.1   2.8e-27   86.2   4.1   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_3 -          Phage_cluster_453.ali_faa -            2.7e-27   86.3   4.1   2.8e-27   86.2   4.1   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_8-gene_2  -          Phage_cluster_466.ali_faa -           5.2e-295  973.9  45.8  5.9e-295  973.8  45.8   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_9-gene_2  -          Phage_cluster_466.ali_faa -           5.2e-295  973.9  45.8  5.9e-295  973.8  45.8   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_2 -          Phage_cluster_466.ali_faa -           1.1e-124  410.3  34.9  1.3e-124  410.0  34.9   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_5  -          Phage_cluster_466.ali_faa -           1.5e-107  353.6  13.0  1.6e-107  353.5  13.0   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_6  -          Phage_cluster_466.ali_faa -            4.7e-16   50.8   8.8   4.7e-16   50.8   8.8   1.7   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_4  -          Phage_cluster_466.ali_faa -            5.3e-16   50.6   8.8   5.3e-16   50.6   8.8   1.7   2   0   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_9  -          Phage_cluster_466.ali_faa -            4.6e-15   47.5   7.2   5.5e-15   47.3   7.2   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_1 -          Phage_cluster_473.ali_faa -                  0 1089.9  20.3         0 1089.8  20.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_473.ali_faa -                  0 1056.7   9.0         0 1056.5   9.0   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_1 -          Phage_cluster_473.ali_faa -            2.2e-35  114.5  10.6   2.4e-35  114.4  10.6   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_7 -          Phage_cluster_473.ali_faa -            1.3e-23   75.6   1.6   1.3e-23   75.5   1.6   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_3 -          Phage_cluster_4744.ali_faa -            0.00016   13.4   0.0   0.00017   13.4   0.0   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_3 -          Phage_cluster_4744.ali_faa -            0.00016   13.4   0.0   0.00017   13.4   0.0   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_4918.ali_faa -            6.8e-24   76.0  13.4   7.3e-23   72.6  13.4   2.3   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_1 -          Phage_cluster_4918.ali_faa -            1.7e-15   48.2   9.7   1.7e-15   48.2   9.7   2.5   2   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_7 -          Phage_cluster_4918.ali_faa -            5.2e-08   23.4   0.2   5.5e-08   23.4   0.2   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_3  -          Phage_cluster_4918.ali_faa -              0.017    5.2   9.7     0.022    4.8   9.7   1.2   1   0   0   1   1   1   0 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_4 -          Phage_cluster_5043.ali_faa -            6.2e-15   46.8   0.1   8.2e-15   46.4   0.1   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_4 -          Phage_cluster_5043.ali_faa -            6.2e-15   46.8   0.1   8.2e-15   46.4   0.1   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_1 -          Phage_cluster_5043.ali_faa -            3.4e-08   25.2   0.0   4.3e-08   24.9   0.0   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_4 -          Phage_cluster_535.ali_faa -            5.4e-47  152.9   0.0     7e-47  152.6   0.0   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_1 -          Phage_cluster_535.ali_faa -            0.00071   11.0   0.0   0.00074   11.0   0.0   1.1   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_5 -          Phage_cluster_5484.ali_faa -             0.0086    6.7  12.7    0.0071    7.0   8.9   2.0   1   1   1   2   2   2   2 -
VIRSorter_short1-ContigCoA-KX349310_10-gene_6 -          Phage_cluster_548.ali_faa -           1.3e-124  406.0   1.2  1.5e-124  405.8   1.2   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_12-gene_4 -          Phage_cluster_548.ali_faa -           1.3e-124  406.0   1.2  1.5e-124  405.8   1.2   1.0   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_7 -          Phage_cluster_5708.ali_faa -            0.00039   13.0   0.0   0.00064   12.3   0.0   1.3   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_4-gene_4 -          Phage_cluster_5708.ali_faa -            0.00039   13.0   0.0   0.00064   12.3   0.0   1.3   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_5-gene_2 -          Phage_cluster_5708.ali_faa -            0.00039   13.0   0.0   0.00064   12.3   0.0   1.3   1   0   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_17-gene_9 -          Phage_cluster_5762.ali_faa -            6.2e-05   15.1   0.6    0.0015   10.7   0.1   2.1   1   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_18-gene_6 -          Phage_cluster_5762.ali_faa -            6.2e-05   15.1   0.6    0.0015   10.7   0.1   2.1   1   1   0   2   2   2   1 -
VIRSorter_short1-ContigCoA-KX349310_15-gene_9 -          Phage_cluster_5762.ali_faa -            0.00026   13.1   0.1   0.00043   12.4   0.1   1.3   1   1   0   1   1   1   1 -
VIRSorter_short1-ContigCoA-KX349310_2-gene_6 -          Phage_cluster_5776.ali_faa -            2.7e-07   21.8   0.2   4.5e-06   17.8   0.2   2.0   2   0   0   2   2   2   1 -
