#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VIRSorter_short2-ContigCoA-KX349310_37-gene_8 -          ResIII               PF04851.10   6.1e-19   61.2   0.4   2.7e-18   59.1   0.1   2.1   3   0   0   3   3   3   1 -
VIRSorter_short2-ContigCoA-KX349310_39-gene_3 -          ResIII               PF04851.10   6.1e-19   61.2   0.4   2.7e-18   59.1   0.1   2.1   3   0   0   3   3   3   1 -
VIRSorter_short2-ContigCoA-KX349310_40-gene_2 -          ResIII               PF04851.10   6.1e-19   61.2   0.4   2.7e-18   59.1   0.1   2.1   3   0   0   3   3   3   1 -
VIRSorter_short2-ContigCoA-KX349310_37-gene_8 -          SNF2_N               PF00176.18   3.3e-07   21.9   0.0   5.1e-07   21.3   0.0   1.2   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_39-gene_3 -          SNF2_N               PF00176.18   3.3e-07   21.9   0.0   5.1e-07   21.3   0.0   1.2   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_40-gene_2 -          SNF2_N               PF00176.18   3.3e-07   21.9   0.0   5.1e-07   21.3   0.0   1.2   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_37-gene_8 -          Terminase_6          PF03237.10   4.2e-05   15.0   0.2   7.1e-05   14.3   0.2   1.3   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_39-gene_3 -          Terminase_6          PF03237.10   4.2e-05   15.0   0.2   7.1e-05   14.3   0.2   1.3   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_40-gene_2 -          Terminase_6          PF03237.10   4.2e-05   15.0   0.2   7.1e-05   14.3   0.2   1.3   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_37-gene_3 -          Transthyretin        PF00576.16   0.00045   12.8   0.1   0.00054   12.5   0.1   1.2   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_48-gene_1 -          tRNA-synt_2          PF00152.15   0.00022   12.6   0.0   0.00022   12.6   0.0   1.1   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_46-gene_7 -          tRNA-synt_2          PF00152.15   0.00024   12.5   0.0   0.00024   12.5   0.0   1.1   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_43-gene_12 -          YfkB                 PF08756.5    0.00049   12.3   0.0   0.00054   12.2   0.0   1.2   1   0   0   1   1   1   1 -
#
# Program:         hmmsearch
# Version:         3.3.1 (Jul 2020)
# Pipeline mode:   SEARCH
# Query file:      /xdisk/bhurwitz/mig2020/rsgrps/bhurwitz/alise/tools/virsorter-data/PFAM_27/Pfam-A.hmm
# Target file:     results/VirSorter/short2/fasta/VIRSorter_prots.fasta
# Option settings: /xdisk/bhurwitz/mig2020/rsgrps/bhurwitz/alise/tools/Miniconda3/envs/viral_env/bin/hmmsearch -o results/VirSorter/short2/Contigs_prots_vs_PFAMa.out --tblout results/VirSorter/short2/Contigs_prots_vs_PFAMa.tab --noali --cpu 20 /xdisk/bhurwitz/mig2020/rsgrps/bhurwitz/alise/tools/virsorter-data/PFAM_27/Pfam-A.hmm results/VirSorter/short2/fasta/VIRSorter_prots.fasta 
# Current dir:     /xdisk/bhurwitz/mig2020/rsgrps/bhurwitz/alise/my_scripts/Viral_hunt_snakemake
# Date:            Tue Dec 15 09:35:48 2020
# [ok]
