VIRSorter_short2-ContigCoA-KX349310_40-gene_4	gi|326784042|ref|YP_004324435.1|	65.517	58	20	0	1	58	1	58	2.41e-24	84.3
VIRSorter_short2-ContigCoA-KX349310_40-gene_6	gi|514231450|ref|YP_008130127.1|	32.787	61	29	1	2	50	4	64	5.72e-05	36.2
VIRSorter_short2-ContigCoA-KX349310_40-gene_6	gi|61806272|ref|YP_214631.1|	32.787	61	29	1	2	50	4	64	1.13e-04	35.4
VIRSorter_short2-ContigCoA-KX349310_40-gene_8	gi|326781829|ref|YP_004322231.1|	50.000	38	13	1	37	68	45	82	2.67e-05	37.0
VIRSorter_short2-ContigCoA-KX349310_46-gene_3	gi|472341694|ref|YP_007675210.1|	34.848	66	37	2	1	65	19	79	1.77e-09	48.9
VIRSorter_short2-ContigCoA-KX349310_46-gene_3	gi|326783021|ref|YP_004323418.1|	31.429	70	40	2	4	67	2	69	1.72e-05	38.1
VIRSorter_short2-ContigCoA-KX349310_46-gene_3	gi|326782071|ref|YP_004322472.1|	31.250	64	40	2	11	74	22	81	1.20e-04	36.2
VIRSorter_short2-ContigCoA-KX349310_46-gene_5	gi|312281404|ref|YP_004030770.1|	43.478	46	25	1	10	54	4	49	3.91e-07	41.2
VIRSorter_short2-ContigCoA-KX349310_46-gene_5	gi|514231455|ref|YP_008130132.1|	43.478	46	25	1	10	54	4	49	4.27e-07	41.2
VIRSorter_short2-ContigCoA-KX349310_46-gene_6	gi|326784033|ref|YP_004324426.1|	33.333	54	36	0	2	55	55	108	7.38e-07	41.2
VIRSorter_short2-ContigCoA-KX349310_46-gene_6	gi|58532817|ref|YP_195040.1|	40.816	49	28	1	2	50	17	64	3.76e-06	38.1
VIRSorter_short2-ContigCoA-KX349310_46-gene_6	gi|472343290|ref|YP_007677241.1|	38.462	52	31	1	3	53	2	53	7.62e-06	37.0
VIRSorter_short2-ContigCoA-KX349310_46-gene_6	gi|472341010|ref|YP_007674530.1|	34.000	50	33	0	3	52	7	56	1.02e-05	37.0
VIRSorter_short2-ContigCoA-KX349310_46-gene_6	gi|472341656|ref|YP_007675172.1|	41.176	51	29	1	1	50	9	59	1.80e-05	36.6
VIRSorter_short2-ContigCoA-KX349310_46-gene_7	gi|312281406|ref|YP_004030772.1|	44.068	59	33	0	13	71	8	66	6.40e-10	49.3
VIRSorter_short2-ContigCoA-KX349310_46-gene_7	gi|514231460|ref|YP_008130137.1|	37.705	61	38	0	13	73	22	82	1.51e-06	40.8
VIRSorter_short2-ContigCoA-KX349310_46-gene_7	gi|326783579|ref|YP_004323918.1|	50.000	38	19	0	3	40	2	39	2.31e-06	40.0
VIRSorter_short2-ContigCoA-KX349310_46-gene_7	gi|326782352|ref|YP_004322752.1|	43.590	39	22	0	39	77	45	83	4.01e-05	37.0
VIRSorter_short2-ContigCoA-KX349310_46-gene_7	gi|472343291|ref|YP_007677242.1|	32.099	81	40	2	9	75	30	109	6.61e-05	37.0
VIRSorter_short2-ContigCoA-KX349310_28-gene_2	gi|326782692|ref|YP_004322936.1|	31.081	74	48	1	4	77	3	73	1.38e-04	38.5
VIRSorter_short2-ContigCoA-KX349310_43-gene_1	gi|326781829|ref|YP_004322231.1|	50.000	38	13	1	37	68	45	82	2.67e-05	37.0
VIRSorter_short2-ContigCoA-KX349310_43-gene_8	gi|326784532|ref|YP_004324977.1|	37.313	67	29	2	3	58	4	68	2.45e-06	39.3
VIRSorter_short2-ContigCoA-KX349310_43-gene_8	gi|61805920|ref|YP_214280.1|	42.647	68	26	2	1	57	1	66	9.21e-06	37.7
VIRSorter_short2-ContigCoA-KX349310_43-gene_9	gi|472339405|ref|YP_007672939.1|	39.535	43	23	1	46	88	2	41	7.14e-04	33.9
VIRSorter_short2-ContigCoA-KX349310_43-gene_11	gi|326783368|ref|YP_004323686.1|	93.023	43	3	0	1	43	1	43	1.28e-22	78.6
VIRSorter_short2-ContigCoA-KX349310_43-gene_11	gi|418487449|ref|YP_007001791.1|	83.721	43	7	0	1	43	1	43	8.70e-21	73.9
VIRSorter_short2-ContigCoA-KX349310_43-gene_11	gi|326781834|ref|YP_004322236.1|	53.659	41	19	0	1	41	1	41	5.21e-11	49.3
VIRSorter_short2-ContigCoA-KX349310_43-gene_14	gi|472341694|ref|YP_007675210.1|	34.848	66	37	2	1	65	19	79	1.77e-09	48.9
VIRSorter_short2-ContigCoA-KX349310_43-gene_14	gi|326783021|ref|YP_004323418.1|	31.429	70	40	2	4	67	2	69	1.72e-05	38.1
VIRSorter_short2-ContigCoA-KX349310_43-gene_14	gi|326782071|ref|YP_004322472.1|	31.250	64	40	2	11	74	22	81	1.20e-04	36.2
VIRSorter_short2-ContigCoA-KX349310_43-gene_16	gi|312281404|ref|YP_004030770.1|	43.478	46	25	1	10	54	4	49	3.91e-07	41.2
VIRSorter_short2-ContigCoA-KX349310_43-gene_16	gi|514231455|ref|YP_008130132.1|	43.478	46	25	1	10	54	4	49	4.27e-07	41.2
VIRSorter_short2-ContigCoA-KX349310_43-gene_17	gi|326784033|ref|YP_004324426.1|	34.615	52	34	0	2	53	55	106	8.81e-07	40.8
VIRSorter_short2-ContigCoA-KX349310_43-gene_17	gi|58532817|ref|YP_195040.1|	40.816	49	28	1	2	50	17	64	3.19e-06	38.5
VIRSorter_short2-ContigCoA-KX349310_43-gene_17	gi|472343290|ref|YP_007677241.1|	38.462	52	31	1	3	53	2	53	6.75e-06	37.4
VIRSorter_short2-ContigCoA-KX349310_43-gene_17	gi|472341010|ref|YP_007674530.1|	34.000	50	33	0	3	52	7	56	9.54e-06	37.0
VIRSorter_short2-ContigCoA-KX349310_43-gene_17	gi|472341656|ref|YP_007675172.1|	41.176	51	29	1	1	50	9	59	1.63e-05	36.6
VIRSorter_short2-ContigCoA-KX349310_48-gene_1	gi|312281406|ref|YP_004030772.1|	44.068	59	33	0	9	67	8	66	6.25e-10	48.9
VIRSorter_short2-ContigCoA-KX349310_48-gene_1	gi|514231460|ref|YP_008130137.1|	37.705	61	38	0	9	69	22	82	1.23e-06	40.8
VIRSorter_short2-ContigCoA-KX349310_48-gene_1	gi|326783579|ref|YP_004323918.1|	52.941	34	16	0	3	36	6	39	5.15e-06	38.9
VIRSorter_short2-ContigCoA-KX349310_48-gene_1	gi|326782352|ref|YP_004322752.1|	39.583	48	29	0	26	73	36	83	3.49e-05	37.0
VIRSorter_short2-ContigCoA-KX349310_48-gene_1	gi|472343291|ref|YP_007677242.1|	32.099	81	40	2	5	71	30	109	5.80e-05	37.0
VIRSorter_short2-ContigCoA-KX349310_48-gene_3	gi|388684881|ref|YP_006382761.1|	31.250	112	72	2	12	122	4	111	4.22e-11	55.5
VIRSorter_short2-ContigCoA-KX349310_48-gene_3	gi|422936962|ref|YP_007007227.1|	28.704	108	74	2	28	135	11	115	5.73e-05	38.9
VIRSorter_short2-ContigCoA-KX349310_48-gene_3	gi|414087150|ref|YP_006987337.1|	26.606	109	77	2	27	135	10	115	9.04e-05	38.5
VIRSorter_short2-ContigCoA-KX349310_48-gene_3	gi|530787943|ref|YP_008433560.1|	34.615	78	48	2	10	87	3	77	6.04e-04	36.2
VIRSorter_short2-ContigCoA-KX349310_48-gene_4	gi|414087149|ref|YP_006987336.1|	27.368	95	66	2	5	97	27	120	4.79e-05	43.9
VIRSorter_short2-ContigCoA-KX349310_48-gene_4	gi|422936961|ref|YP_007007226.1|	27.660	94	65	2	6	97	28	120	2.05e-04	42.0
